Ship Number,Ref,Carrier,Ship Method,Tracking Number,Shipped Date,Names,Company,Address 1,City,State,Zip,Country,Base Rate,Total Charge,Qty,Pallet Qty,Weight,Dimensions,Customer,Client Customer,Tracking Status
1259898,711AR414,FedEx 2Day,EFEX2,3.97345E+11,2023-04-24T00:00:00,7 Eleven,,706 E Eisenhower Blvd,Loveland,CO,80537,US,33.25,7.92,1,0,0.8,11X10X1,,",",Arrived at FedEx location
1259901,711AR414,FedEx 2Day,EFEX2,3.97345E+11,2023-04-24T00:00:00,7 Eleven,,13853 Garvey Ave,Baldwin Park,CA,91706,US,42.6,8.86,1,0,0.65,11X10X1,,",",Departed FedEx location
1260200,711AR414,FedEx 2Day,EFEX2,3.97345E+11,2023-04-24T00:00:00,7 Eleven,,5696 W 3500 S,Salt Lake City,UT,84128,US,36.13,7.92,1,0,1.56,11X10X1,,",",Arrived at FedEx location
1260857,711AR414,FedEx 2Day,EFEX2,3.97345E+11,2023-04-24T00:00:00,1605,71799,6150 East US Highway 34,Loveland,CO,80537,US,33.25,7.92,1,0,0.75,11X10X1,,",",Arrived at FedEx location
1260787,711AR414,FedEx 2Day,EFEX2,3.97345E+11,2023-04-24T00:00:00,2531,71399,10929 Harry Byrd Highway,Berryville,VA,22611,US,40.41,9.61,1,0,1.1,11X10X1,,",",Departed FedEx location
1260384,711AR414,FedEx 2Day,EFEX2,3.97345E+11,2023-04-24T00:00:00,2112,72099,405 North Twin Oaks Valley Road,San Marcos,CA,92069,US,61.12,8.86,1,0,0.55,11X10X1,,",",Arrived at FedEx location
1259341,711AR414,FedEx 2Day,EFEX2,3.97345E+11,2023-04-24T00:00:00,7 Eleven,,24530 South Tamiami Trail,Bonita Springs,FL,34134,US,63.55,9.37,1,0,2,11X10X1,,",",Arrived at FedEx location
1260785,711AR414,FedEx 2Day,EFEX2,3.97345E+11,2023-04-24T00:00:00,2546,72599,212 Grange Hall Road,Queenstown,MD,21658,US,56.98,9.98,1,0,0.6,11X10X1,,",",Departed FedEx location
1259773,711AR414,FedEx 2Day,EFEX2,3.97345E+11,2023-04-24T00:00:00,7 Eleven,,9725 Universal Blvd,Orlando,FL,32819,US,58.45,8.3,1,0,0.8,11X10X1,,",",Arrived at FedEx location
1260201,711AR414,FedEx 2Day,EFEX2,3.97345E+11,2023-04-24T00:00:00,7 Eleven,,5103 Sundance Trl,Wildwood,FL,34785,US,49.31,11.06,1,0,1.07,11X10X1,,",",Arrived at FedEx location
1260168,711AR414,FedEx 2Day,EFEX2,3.97345E+11,2023-04-24T00:00:00,7 Eleven,,100 Ellingson Rd,Pacific,WA,98047,US,45.03,9.37,1,0,1.46,11X10X1,,",",Departed FedEx location
1259776,711AR414,FedEx 2Day,EFEX2,3.97345E+11,2023-04-24T00:00:00,7 Eleven,,2117 Willis Rd,North Chesterfield,VA,23237,US,54.65,7.92,1,0,1.39,11X10X1,,",",Departed FedEx location
1265499,711AR414,FedEx 2Day,EFEX2,3.97345E+11,2023-04-24T00:00:00,2361,72399,4026 A St SE,Auburn,WA,98002,US,58.45,8.3,1,0,0.7,11X10X1,,",",Arrived at FedEx location
1260724,711AR414,FedEx 2Day,EFEX2,3.97345E+11,2023-04-24T00:00:00,2171,72199,8118 Masi Drive,Rancho Cucamonga,CA,91730,US,68.49,10.39,1,0,1.85,11X10X1,,",",Departed FedEx location
1259780,711AR414,FedEx 2Day,EFEX2,3.97345E+11,2023-04-24T00:00:00,7 Eleven,,999 2nd Street Pike,Richboro,PA,18954,US,54.65,7.92,1,0,1.09,11X10X1,,",",Departed FedEx location
1259770,711AR414,FedEx 2Day,EFEX2,3.97345E+11,2023-04-24T00:00:00,7 Eleven,,5482 La Palma Ave,La Palma,CA,90623,US,61.12,8.86,1,0,0.89,11X10X1,,",",Departed FedEx location
1260824,711AR414,FedEx 2Day,EFEX2,3.97345E+11,2023-04-24T00:00:00,2516,71399,436 Wythe Creek Road,Poquoson,VA,23662,US,58.45,8.3,1,0,0.95,11X10X1,,",",Arrived at FedEx location
1260730,711AR414,FedEx 2Day,EFEX2,3.97345E+11,2023-04-24T00:00:00,2412,71199,6004 BERGENLINE AVE,West New York,NJ,7093,US,51.77,7.92,1,0,0.48,11X10X1,,",",Arrived at FedEx location
1260629,711AR414,FedEx 2Day,EFEX2,3.97345E+11,2023-04-24T00:00:00,1611,72399,2026 CHERRY LANE,Fort Worth,TX,76108,US,51.77,7.92,1,0,0.6,11X10X1,,",",Arrived at FedEx location
1259340,711AR414,FedEx 2Day,EFEX2,3.97345E+11,2023-04-24T00:00:00,7 Eleven,,2935 West Camp Wisdom Road,Dallas,TX,75237,US,39.77,8.28,1,0,2.05,11X10X1,,",",Arrived at FedEx location
1259338,711AR414,FedEx 2Day,EFEX2,3.97345E+11,2023-04-24T00:00:00,2405,72399,169 City Line Avenue,Bala Cynwyd,PA,19004,US,54.65,7.92,1,0,1.55,11X10X1,,",",Departed FedEx location
1260675,711AR414,FedEx 2Day,EFEX2,3.97345E+11,2023-04-24T00:00:00,2544,72599,2701 North Rolling Road,Milford Mill,MD,21244,US,51.77,7.92,1,0,0.75,11X10X1,,",",Departed FedEx location
1259339,711AR414,FedEx 2Day,EFEX2,3.97345E+11,2023-04-24T00:00:00,1507,71499,605 S. COURTENAY PARKWAY,MERRITT ISLAND,FL,32952,US,58.45,8.3,1,0,0.8,11X10X1,,",",Arrived at FedEx location
1261364,711AR414,FedEx 2Day,EFEX2,3.97345E+11,2023-04-24T00:00:00,2173,72199,3724 N Mission Rd,Los Angeles,CA,90031,US,42.6,8.86,1,0,0.75,11X10X1,,",",Departed FedEx location
1265595,711AR414,FedEx 2Day,EFEX2,3.97345E+11,2023-04-24T00:00:00,2361,72399,3115 6th Avenue,Tacoma,WA,98406,US,59.77,12.43,1,0,3.3,11X10X1,,",",Departed FedEx location
1264540,711AR414,FedEx 2Day,EFEX2,3.97345E+11,2023-04-24T00:00:00,1914,71999,6001 North Western Avenue,Chicago,IL,60659,US,46.94,7.92,1,0,0.7,11X10X1,,",",Arrived at FedEx location
1260776,711AR414,FedEx 2Day,EFEX2,3.97345E+11,2023-04-24T00:00:00,2176,72199,20521 Western Avenue,Torrance,CA,90501,US,68.49,10.39,1,0,1.45,11X10X1,,",",Arrived at FedEx location
1260822,711AR414,FedEx 2Day,EFEX2,3.97345E+11,2023-04-24T00:00:00,2511,71399,3879 Bridge Road,Suffolk,VA,23435,US,58.45,8.3,1,0,1,11X10X1,,",",Arrived at FedEx location
1259623,711AR414,FedEx 2Day,EFEX2,3.97345E+11,2023-04-24T00:00:00,2367,72299,90 Stern Avenue,Cupertino,CA,95014,US,42.6,8.86,1,0,0.5,11X10X1,,",",Arrived at FedEx location
1260647,711AR414,FedEx 2Day,EFEX2,3.97345E+11,2023-04-24T00:00:00,1608,72399,8180 Blue Diamond Road,Las Vegas,NV,89178,US,39.93,8.3,1,0,0.65,11X10X1,,",",Departed FedEx location
1260823,711AR414,FedEx 2Day,EFEX2,3.97345E+11,2023-04-24T00:00:00,2516,71399,7077 George Washington Memorial Highway,Gloucester Courthouse,VA,23061,US,56.06,9.61,1,0,0.95,11X10X1,,",",Arrived at FedEx location
1259774,711AR414,FedEx 2Day,EFEX2,3.97345E+11,2023-04-24T00:00:00,7 Eleven,,3580 GRAPEVINE MILLS RD,Grapevine,TX,76051,US,54.65,7.92,1,0,1.46,11X10X1,,",",Arrived at FedEx location
1259581,711AR414,FedEx 2Day,EFEX2,3.97345E+11,2023-04-24T00:00:00,7 Eleven,,327 South Orange Blossom Trail,Orlando,FL,32805,US,63.55,9.37,1,0,1.55,11X10X1,,",",Arrived at FedEx location
1265766,711AR414,FedEx 2Day,EFEX2,3.97345E+11,2023-04-24T00:00:00,2544,72599,211 West 28th Street,Baltimore,MD,21211,US,51.77,7.92,1,0,0.95,11X10X1,,",",Arrived at FedEx location
1260728,711AR414,FedEx 2Day,EFEX2,3.97345E+11,2023-04-24T00:00:00,2412,71199,287 BLOOMFIELD AVE,Verona,NJ,7044,US,51.77,7.92,1,0,0.79,11X10X1,,",",Arrived at FedEx location
1260786,711AR414,FedEx 2Day,EFEX2,3.97345E+11,2023-04-24T00:00:00,1912,72399,1091 S Weber Rd,Bolingbrook,IL,60490,US,29.52,7.92,1,0,1.1,11X10X1,,",",Arrived at FedEx location
1259342,711AR414,FedEx 2Day,EFEX2,3.97345E+11,2023-04-24T00:00:00,2405,72399,226 W GERMANTOWN PIKE,NORRISTOWN,PA,19401,US,36.13,7.92,1,0,1.3,11X10X1,,",",Arrived at FedEx location
1259580,711AR414,FedEx 2Day,EFEX2,3.97345E+11,2023-04-24T00:00:00,7 Eleven,,12358 South Parker Road,Parker,CO,80134,US,54.65,7.92,1,0,1.5,11X10X1,,",",Arrived at FedEx location
1261051,711AR414,FedEx 2Day,EFEX2,3.97345E+11,2023-04-24T00:00:00,2421,72499,34-17 Northern Boulevard,Queens,NY,11101,US,51.77,7.92,1,0,0.8,11X10X1,,",",Arrived at FedEx location
1259337,711AR414,FedEx 2Day,EFEX2,3.97345E+11,2023-04-24T00:00:00,7 Eleven,,2977 Cleveland Avenue,Fort Myers,FL,33901,US,63.55,9.37,1,0,1.8,11X10X1,,",",Arrived at FedEx location
1259344,711AR414,FedEx 2Day,EFEX2,3.97345E+11,2023-04-24T00:00:00,7 Eleven,,1285 Commercial Way,Spring Hill,FL,34606,US,51.73,10.77,1,0,2.7,11X10X1,,",",Arrived at FedEx location
1260082,711AR414,FedEx 2Day,EFEX2,3.97345E+11,2023-04-24T00:00:00,2413,72399,286 GEORGE STREET,New Brunswick,NJ,8901,US,33.25,7.92,1,0,0.75,11X10X1,,",",Arrived at FedEx location
1260796,711AR414,FedEx 2Day,EFEX2,3.97345E+11,2023-04-24T00:00:00,2172,72199,914 North Harbor Boulevard,Santa Ana,CA,92703,US,42.6,8.86,1,0,1,11X10X1,,",",Arrived at FedEx location
1265594,711AR414,FedEx 2Day,EFEX2,3.97345E+11,2023-04-24T00:00:00,2361,72399,711 Washington Ave N,Kent,WA,98032,US,78.29,12.43,1,0,3.02,11X10X1,,",",Departed FedEx location
1259775,711AR414,FedEx 2Day,EFEX2,3.97345E+11,2023-04-24T00:00:00,7 Eleven,,1301 SH BUSINESS 121,Lewisville,TX,75067,US,54.65,7.92,1,0,1.22,11X10X1,,",",Arrived at FedEx location
1259795,711AR414,FedEx 2Day,EFEX2,3.97345E+11,2023-04-24T00:00:00,2421,72499,345 W 42ND ST,New York,NY,10036,US,51.77,7.92,1,0,0.6,11X10X1,,",",Arrived at FedEx location
1260732,711AR414,FedEx 2Day,EFEX2,3.97345E+11,2023-04-24T00:00:00,2412,71199,1412 BERGEN BLVD,Fort Lee,NJ,7024,US,51.77,7.92,1,0,0.97,11X10X1,,",",Arrived at FedEx location
1259849,711AR414,FedEx 2Day,EFEX2,3.97345E+11,2023-04-24T00:00:00,7 Eleven,,3650 Lee Rd,Jefferson Valley,NY,10535,US,63.55,9.37,1,0,1.55,11X10X1,,",",Arrived at FedEx location
1265767,711AR414,FedEx 2Day,EFEX2,3.97345E+11,2023-04-24T00:00:00,2546,72599,980 BAY RIDGE RD,Annapolis,MD,21403,US,51.77,7.92,1,0,0.5,11X10X1,,",",Departed FedEx location
1259570,711AR414,FedEx 2Day,EFEX2,3.97345E+11,2023-04-24T00:00:00,7 Eleven,,300 Southwest Queen Avenue,Albany,OR,97322,US,68.49,10.39,1,0,1.1,11X10X1,,",",Arrived at FedEx location
1260684,711AR414,FedEx 2Day,EFEX2,3.97345E+11,2023-04-24T00:00:00,2173,72199,12403 Venice Boulevard,Los Angeles,CA,90066,US,61.12,8.86,1,0,0.78,11X10X1,,",",Arrived at FedEx location
1259574,711AR414,FedEx 2Day,EFEX2,3.97345E+11,2023-04-24T00:00:00,7 Eleven,,2707 U.S. 92,Lakeland,FL,33801,US,70.25,10.77,1,0,2.45,11X10X1,,",",Arrived at FedEx location
1260148,711AR414,FedEx 2Day,EFEX2,3.97345E+11,2023-04-24T00:00:00,2131,72099,9660 Via De La Amistad,San Diego,CA,92154,US,61.12,8.86,1,0,0.85,11X10X1,,",",Departed FedEx location
1260723,711AR414,FedEx 2Day,EFEX2,3.97345E+11,2023-04-24T00:00:00,1912,72399,610 North Addison Road,Villa Park,IL,60181,US,48.04,7.92,1,0,1.13,11X10X1,,",",Arrived at FedEx location
1265701,711AR414,FedEx 2Day,EFEX2,3.97345E+11,2023-04-24T00:00:00,2363,72399,1107 S.BERTELSEN RD,Eugene,OR,97402,US,61.12,8.86,1,0,0.9,11X10X1,,",",Arrived at FedEx location
1259856,711AR414,FedEx 2Day,EFEX2,3.97345E+11,2023-04-24T00:00:00,2171,72199,202 North Mount Vernon Avenue,Colton,CA,92324,US,61.12,8.86,1,0,0.9,11X10X1,,",",Departed FedEx location
1259777,711AR414,FedEx 2Day,EFEX2,3.97345E+11,2023-04-24T00:00:00,7 Eleven,,4168 Ridge Ave,Philadelphia,PA,19129,US,51.77,7.92,1,0,0.62,11X10X1,,",",Arrived at FedEx location
1263088,711AR414,FedEx 2Day,EFEX2,3.97345E+11,2023-04-24T00:00:00,1604,71799,201 Blue River Parkway,Silverthorne,CO,80498,US,62.57,9.97,1,0,2.08,11X10X1,,",",Arrived at FedEx location
1265730,711AR414,FedEx 2Day,EFEX2,3.97345E+11,2023-04-24T00:00:00,2362,72399,2815 N KILLINGSWORTH ST.,Portland,OR,97217,US,61.12,8.86,1,0,0.6,11X10X1,,",",Arrived at FedEx location
1259854,711AR414,FedEx 2Day,EFEX2,3.97345E+11,2023-04-24T00:00:00,7 Eleven,,9716 Campo Rd,Spring Valley,CA,91977,US,68.49,10.39,1,0,1.15,11X10X1,,",",Departed FedEx location
1259566,711AR414,FedEx 2Day,EFEX2,3.97345E+11,2023-04-24T00:00:00,7 Eleven,,2495 Fairgrounds Road Northeast,Salem,OR,97301,US,76.41,12.05,1,0,2.4,11X10X1,,",",Arrived at FedEx location
1265679,711AR414,FedEx 2Day,EFEX2,3.97345E+11,2023-04-24T00:00:00,2363,72399,1075 NEWMARK AVE.,Coos Bay,OR,97420,US,66.32,10.92,1,0,0.8,11X10X1,,",",Arrived at FedEx location
1265732,711AR414,FedEx 2Day,EFEX2,3.97345E+11,2023-04-24T00:00:00,2363,72399,2895 WILLAMETTE,Eugene,OR,97405,US,61.12,8.86,1,0,0.65,11X10X1,,",",Arrived at FedEx location
1259572,711AR414,FedEx 2Day,EFEX2,3.97345E+11,2023-04-24T00:00:00,7 Eleven,,10255 Southeast 240th Street,Kent,WA,98031,US,70.25,10.77,1,0,2.45,11X10X1,,",",Departed FedEx location
1265702,711AR414,FedEx 2Day,EFEX2,3.97345E+11,2023-04-24T00:00:00,2363,72399,3821 RIVER RD,Eugene,OR,97404,US,61.12,8.86,1,0,0.4,11X10X1,,",",Arrived at FedEx location
1260720,711AR414,FedEx 2Day,EFEX2,3.97345E+11,2023-04-24T00:00:00,1601,71699,11363 E Northwest Hwy,Dallas,TX,75238,US,54.65,7.92,1,0,1.51,11X10X1,,",",Arrived at FedEx location
1265759,711AR414,FedEx 2Day,EFEX2,3.97345E+11,2023-04-24T00:00:00,2546,72599,600 Ritchie Highway,Severna Park,MD,21146,US,51.77,7.92,1,0,0.7,11X10X1,,",",Departed FedEx location
1259571,711AR414,FedEx 2Day,EFEX2,3.97345E+11,2023-04-24T00:00:00,7 Eleven,,4995 Commercial Street Southeast,Salem,OR,97302,US,68.49,10.39,1,0,1.3,11X10X1,,",",Arrived at FedEx location
1260820,711AR414,FedEx 2Day,EFEX2,3.97345E+11,2023-04-24T00:00:00,2422,72499,158 Woodbury Road,Hicksville,NY,11801,US,63.55,9.37,1,0,1.4,11X10X1,,",",Departed FedEx location
1265742,711AR414,FedEx 2Day,EFEX2,3.97345E+11,2023-04-24T00:00:00,2546,72599,495 Old Mill Road,Millersville,MD,21108,US,51.77,7.92,1,0,0.6,11X10X1,,",",Departed FedEx location
1260751,711AR414,FedEx 2Day,EFEX2,3.97345E+11,2023-04-24T00:00:00,2544,72599,3003 North Charles Street,Baltimore,MD,21218,US,51.77,7.92,1,0,0.76,11X10X1,,",",Departed FedEx location
1261698,711AR414,FedEx 2Day,EFEX2,3.97345E+11,2023-04-24T00:00:00,1607,72399,7009 North Aliante Parkway,North Las Vegas,NV,89084,US,58.45,8.3,1,0,0.5,11X10X1,,",",Departed FedEx location
1260721,711AR414,FedEx 2Day,EFEX2,3.97345E+11,2023-04-24T00:00:00,1611,72399,3300 West 7th Street,Fort Worth,TX,76107,US,51.77,7.92,1,0,0.91,11X10X1,,",",Arrived at FedEx location
1259565,711AR414,FedEx 2Day,EFEX2,3.97345E+11,2023-04-24T00:00:00,7 Eleven,,1467 Northwest Monroe Avenue,Corvallis,OR,97330,US,68.49,10.39,1,0,1.9,11X10X1,,",",Arrived at FedEx location
1265750,711AR414,FedEx 2Day,EFEX2,3.97345E+11,2023-04-24T00:00:00,2544,72599,1611 Edmondson Avenue,Catonsville,MD,21228,US,51.77,7.92,1,0,0.85,11X10X1,,",",Departed FedEx location
1259576,711AR414,FedEx 2Day,EFEX2,3.97345E+11,2023-04-24T00:00:00,7 Eleven,,8500 Championsgate Boulevard,Davenport,FL,33896,US,63.55,9.37,1,0,1.6,11X10X1,,",",Arrived at FedEx location
1259853,711AR414,FedEx 2Day,EFEX2,3.97345E+11,2023-04-24T00:00:00,7 Eleven,,5931 Lone Tree Way,Brentwood,CA,94513,US,68.49,10.39,1,0,1.15,11X10X1,,",",Departed FedEx location
1260744,711AR414,FedEx 2Day,EFEX2,3.97345E+11,2023-04-24T00:00:00,1605,71799,3240 Village Vista Drive,Erie,CO,80516,US,54.65,7.92,1,0,1.26,11X10X1,,",",Arrived at FedEx location
1259575,711AR414,FedEx 2Day,EFEX2,3.97345E+11,2023-04-24T00:00:00,7 Eleven,,100 North State Road 7,Hollywood,FL,33021,US,68.49,10.39,1,0,1.7,11X10X1,,",",Arrived at FedEx location
1260754,711AR414,FedEx 2Day,EFEX2,3.97345E+11,2023-04-24T00:00:00,2368,72299,3000 Service Road,Ceres,CA,95307,US,61.12,8.86,1,0,0.93,11X10X1,,",",Departed FedEx location
1259569,711AR414,FedEx 2Day,EFEX2,3.97345E+11,2023-04-24T00:00:00,7 Eleven,,2002 Lancaster Drive Northeast,Salem,OR,97305,US,68.49,10.39,1,0,1.75,11X10X1,,",",Arrived at FedEx location
1260729,711AR414,FedEx 2Day,EFEX2,3.97345E+11,2023-04-24T00:00:00,2171,72199,2885 Del Rosa Avenue,San Bernardino,CA,92404,US,68.49,10.39,1,0,1.28,11X10X1,,",",Departed FedEx location
1262971,711AR414,FedEx 2Day,EFEX2,3.97345E+11,2023-04-24T00:00:00,1611,72399,2536 EAST LANCASTER,Fort Worth,TX,76103,US,58.29,8.28,1,0,2.11,11X10X1,,",",Arrived at FedEx location
1259577,711AR414,FedEx 2Day,EFEX2,3.97345E+11,2023-04-24T00:00:00,7 Eleven,,333 34th Avenue Southeast,Albany,OR,97322,US,68.49,10.39,1,0,1.1,11X10X1,,",",Arrived at FedEx location
1260719,711AR414,FedEx 2Day,EFEX2,3.97345E+11,2023-04-24T00:00:00,1602,71699,1301 Preston Road,Plano,TX,75093,US,51.77,7.92,1,0,0.95,11X10X1,,",",Arrived at FedEx location
1260753,711AR414,FedEx 2Day,EFEX2,3.97345E+11,2023-04-24T00:00:00,1605,71799,50 Telep Ave,Johnstown,CO,80534,US,51.77,7.92,1,0,0.63,11X10X1,,",",Arrived at FedEx location
1265697,711AR414,FedEx 2Day,EFEX2,3.97345E+11,2023-04-24T00:00:00,2363,72399,5311 Southeast 28th Avenue,Portland,OR,97202,US,61.12,8.86,1,0,0.7,11X10X1,,",",Arrived at FedEx location
1259579,711AR414,FedEx 2Day,EFEX2,3.97345E+11,2023-04-24T00:00:00,7 Eleven,,2500 Forest Hill Boulevard,West Palm Beach,FL,33406,US,68.49,10.39,1,0,1.05,11X10X1,,",",Arrived at FedEx location
1260937,711AR414,FedEx 2Day,EFEX2,3.97345E+11,2023-04-24T00:00:00,2466,72499,121 June Street,Worcester,MA,1602,US,63.55,9.37,1,0,1.25,11X10X1,,",",Departed FedEx location
1260727,711AR414,FedEx 2Day,EFEX2,3.97345E+11,2023-04-24T00:00:00,2554,72599,3503 FAIRFAX DRIVE #100,Arlington,VA,22201,US,51.77,7.92,1,0,0.61,11X10X1,,",",Arrived at FedEx location
1259859,711AR414,FedEx 2Day,EFEX2,3.97345E+11,2023-04-24T00:00:00,7 Eleven,,16060 Jurupa Ave,Fontana,CA,92337,US,68.49,10.39,1,0,1.3,11X10X1,,",",Departed FedEx location
1259568,711AR414,FedEx 2Day,EFEX2,3.97345E+11,2023-04-24T00:00:00,7 Eleven,,4781 Liberty Road South,Salem,OR,97302,US,68.49,10.39,1,0,1.55,11X10X1,,",",Arrived at FedEx location
1259567,711AR414,FedEx 2Day,EFEX2,3.97345E+11,2023-04-24T00:00:00,7 Eleven,,2 Northwest 79th Street,Miami,FL,33150,US,68.49,10.39,1,0,1.25,11X10X1,,",",Arrived at FedEx location
1259844,711AR414,FedEx 2Day,EFEX2,3.97345E+11,2023-04-24T00:00:00,7 Eleven,,7285 Citrus Ave,Fontana,CA,92336,US,61.12,8.86,1,0,1,11X10X1,,",",Departed FedEx location
1264747,711AR414,FedEx 2Day,EFEX2,3.97345E+11,2023-04-24T00:00:00,1971,71999,11501 Grand River Rd,Brighton,MI,48116,US,46.94,7.92,1,0,0.7,11X10X1,,",",Arrived at FedEx location
1265658,711AR414,FedEx 2Day,EFEX2,3.97345E+11,2023-04-24T00:00:00,2362,72399,11111 SW CAPITOL HWY,Portland,OR,97219,US,61.12,8.86,1,0,0.55,11X10X1,,",",Arrived at FedEx location
1260742,711AR414,FedEx 2Day,EFEX2,3.97345E+11,2023-04-24T00:00:00,1602,71699,6000 West Plano Parkway,Plano,TX,75093,US,51.77,7.92,1,0,0.67,11X10X1,,",",Arrived at FedEx location
1265657,711AR414,FedEx 2Day,EFEX2,3.97345E+11,2023-04-24T00:00:00,2361,72399,820 Kent Des Moines Road,Des Moines,WA,98198,US,58.45,8.3,1,0,0.85,11X10X1,,",",Arrived at FedEx location
1260743,711AR414,FedEx 2Day,EFEX2,3.97345E+11,2023-04-24T00:00:00,2413,72399,1124 State Route 34,Matawan,NJ,7747,US,51.77,7.92,1,0,0.93,11X10X1,,",",Arrived at FedEx location
1260782,711AR414,FedEx 2Day,EFEX2,3.97345E+11,2023-04-24T00:00:00,2544,72599,3436 Wilkens Avenue,Baltimore,MD,21229,US,54.65,7.92,1,0,1.1,11X10X1,,",",Arrived at FedEx location
1260750,711AR414,FedEx 2Day,EFEX2,3.97345E+11,2023-04-24T00:00:00,2171,72199,3740 Iowa Avenue,Riverside,CA,92507,US,68.49,10.39,1,0,1.28,11X10X1,,",",Departed FedEx location
1265637,711AR414,FedEx 2Day,EFEX2,3.97345E+11,2023-04-24T00:00:00,2362,72399,9510 SW 125TH,Beaverton,OR,97008,US,61.12,8.86,1,0,1,11X10X1,,",",Arrived at FedEx location
1264525,711AR414,FedEx 2Day,EFEX2,3.97345E+11,2023-04-24T00:00:00,1914,71999,957 West Armitage Avenue,Chicago,IL,60614,US,46.94,7.92,1,0,0.7,11X10X1,,",",Arrived at FedEx location
1260778,711AR414,FedEx 2Day,EFEX2,3.97345E+11,2023-04-24T00:00:00,1603,72399,2995 Williams Drive,Georgetown,TX,78628,US,63.55,9.37,1,0,1.35,11X10X1,,",",Arrived at FedEx location
1259563,711AR414,FedEx 2Day,EFEX2,3.97345E+11,2023-04-24T00:00:00,7 Eleven,,2405 Highway 20,Sweet Home,OR,97386,US,72.77,12.08,1,0,1.4,11X10X1,,",",Arrived at FedEx location
1265655,711AR414,FedEx 2Day,EFEX2,3.97345E+11,2023-04-24T00:00:00,2360,72399,1550 Northwest Market Street,Seattle,WA,98107,US,58.45,8.3,1,0,0.5,11X10X1,,",",Departed FedEx location
1259616,711AR414,FedEx 2Day,EFEX2,3.97345E+11,2023-04-24T00:00:00,7 Eleven,,6225 Northwest Highway,Crystal Lake,IL,60014,US,48.04,7.92,1,0,1.55,11X10X1,,",",Arrived at FedEx location
1264537,711AR414,FedEx 2Day,EFEX2,3.97345E+11,2023-04-24T00:00:00,1914,71999,3700 North Broadway Street,Chicago,IL,60613,US,46.94,7.92,1,0,0.65,11X10X1,,",",Arrived at FedEx location
1265722,711AR414,FedEx 2Day,EFEX2,3.97345E+11,2023-04-24T00:00:00,2543,72599,7179 Baltimore Annapolis Blvd,Glen Burnie,MD,21061,US,51.77,7.92,1,0,0.75,11X10X1,,",",Departed FedEx location
1259562,711AR414,FedEx 2Day,EFEX2,3.97345E+11,2023-04-24T00:00:00,7 Eleven,,1900 Southwest 3rd Street,Corvallis,OR,97333,US,72.77,12.08,1,0,1.65,11X10X1,,",",Arrived at FedEx location
1259846,711AR414,FedEx 2Day,EFEX2,3.97345E+11,2023-04-24T00:00:00,7 Eleven,,2011 E Spring St,Long Beach,CA,90806,US,61.12,8.86,1,0,0.55,11X10X1,,",",Arrived at FedEx location
1259847,711AR414,FedEx 2Day,EFEX2,3.97345E+11,2023-04-24T00:00:00,7 Eleven,,6580 Losee Rd,North Las Vegas,NV,89086,US,58.45,8.3,1,0,1,11X10X1,,",",Departed FedEx location
1260745,711AR414,FedEx 2Day,EFEX2,3.97345E+11,2023-04-24T00:00:00,1602,71699,3330 Legacy Drive,Frisco,TX,75034,US,54.65,7.92,1,0,1.4,11X10X1,,",",Arrived at FedEx location
1265666,711AR414,FedEx 2Day,EFEX2,3.97345E+11,2023-04-24T00:00:00,2363,72399,7115 Southeast Powell Boulevard,Portland,OR,97206,US,61.12,8.86,1,0,0.85,11X10X1,,",",Arrived at FedEx location
1260735,711AR414,FedEx 2Day,EFEX2,3.97345E+11,2023-04-24T00:00:00,2544,72599,6590 Old Waterloo Road,Elkridge,MD,21075,US,51.77,7.92,1,0,0.96,11X10X1,,",",Departed FedEx location
1260747,711AR414,FedEx 2Day,EFEX2,3.97345E+11,2023-04-24T00:00:00,1601,71699,2607 North Stemmons Freeway,Dallas,TX,75207,US,51.77,7.92,1,0,0.95,11X10X1,,",",Arrived at FedEx location
1259889,711AR414,FedEx 2Day,EFEX2,3.97345E+11,2023-04-24T00:00:00,7 Eleven,,2012 Harrison Blvd,Ogden,UT,84401,US,51.77,7.92,1,0,1,11X10X1,,",",Departed FedEx location
1260738,711AR414,FedEx 2Day,EFEX2,3.97345E+11,2023-04-24T00:00:00,1601,71699,1295 Commerce Street,Dallas,TX,75202,US,54.65,7.92,1,0,1.45,11X10X1,,",",Arrived at FedEx location
1265714,711AR414,FedEx 2Day,EFEX2,3.97345E+11,2023-04-24T00:00:00,2363,72399,8215 NE SANDY BLVD,Portland,OR,97220,US,61.12,8.86,1,0,0.95,11X10X1,,",",Arrived at FedEx location
1265639,711AR414,FedEx 2Day,EFEX2,3.97345E+11,2023-04-24T00:00:00,2362,72399,7715 ST JOHNS BLVD,Vancouver,WA,98665,US,61.12,8.86,1,0,0.6,11X10X1,,",",Arrived at FedEx location
1259615,711AR414,FedEx 2Day,EFEX2,3.97345E+11,2023-04-24T00:00:00,1534,71599,4112 S OCEAN DR,HOLLYWOOD,FL,33019,US,61.12,8.86,1,0,0.85,11X10X1,,",",Arrived at FedEx location
1259613,711AR414,FedEx 2Day,EFEX2,3.97345E+11,2023-04-24T00:00:00,2133,72199,13919 HUBBARD ST,SYLMAR,CA,91342,US,61.12,8.86,1,0,0.9,11X10X1,,",",Departed FedEx location
